item_id,question,prediction,ground_truth,metrics
5add1d575542992c1e3a2540,What nationality was Oliver Reed's character in the film Royal Flash?,"{'answer': 'German', 'supporting_facts': ['Additionally, Oliver Reed appeared in the role of Otto von Bismarck, Alan Bates as Rudi von Sternberg, and Florinda Bolkan played Lola Montez.']}",Prussian,"{'answer_f1': 0.0, 'support_f1': 0.0}"
5ac55ea55542993e66e82377,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,"{'answer': 'Kurt Weill', 'supporting_facts': ['A particular highlight came in 2002 when the chorus performed Kurt Weill’s Der Lindberghflug alongside works by Philip Glass, Meredith Monk and David Lang.']}",Kurt Julian Weill,"{'answer_f1': 0.0, 'support_f1': 0.0}"
5ac3a76e554299741d48a2be,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","{'answer': 'U2', 'supporting_facts': ['""With or Without You"" is a song by Irish rock band U2.', 'It is the third track from their fifth studio album, ""The Joshua Tree"" (1987), and was released as the album\\\'s lead single on 16 March 1987.', 'A promotional single, ""With or Without You"" was released and performed on various UK shows such as ""Daybreak"".']}",U2,"{'answer_f1': 0.0, 'support_f1': 0.0}"
5a7133565542994082a3e65c,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","{'answer': 'Oldham County', 'supporting_facts': ['Oldham County is a county located in the commonwealth of Kentucky.', 'As of the 2010 census, the population was 60,316.', 'Lake Louisvilla is a neighborhood partially located in Louisville, Kentucky.', 'It is located between Westport Road in Louisville and KY 22 in Oldham County.']}",Oldham County,"{'answer_f1': 0.0, 'support_f1': 0.0}"
5ac1a4745542991316484b82,"Para Hills West, South Australia lies within a city with what estimated population?","{'answer': 'Unknown', 'supporting_facts': ['Para Hills West is a suburb of Adelaide, South Australia, and is within the City of Salisbury.', 'It is on the eastern side of Main North Road, opposite Parafield Airport.', 'The other boundaries are McIntyre Road, Bridge Road and Maxwell Road.']}","138,535","{'answer_f1': 0.0, 'support_f1': 0.0}"
5adc597d55429947ff17392f,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?","{'answer': 'Unknown', 'supporting_facts': [""'Blackadder's Christmas Carol is a one-off episode of 'Blackadder', a parody of Charles Dickens' 'A Christmas Carol'."", ""'It is set between 'Blackadder the Third' (1987) and 'Blackadder Goes Forth' (1989), and is narrated by Hugh Laurie."", ""'Produced by the BBC, it was first broadcast on BBC1 on 23 December 1988.""]}",1959,"{'answer_f1': 0.0, 'support_f1': 0.0}"
5ac55e835542993e66e82375,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","{'answer': 'October 26, 1881', 'supporting_facts': ['He defended President Brigham Young of The Church of Jesus Christ of Latter-day Saints and other church leaders when Young and his denomination were prosecuted for polygamy in 1871 and 1872.', 'He also successfully defended Virgil, Morgan, and Wyatt Earp along with Doc Holliday when they were accused of murdering Billy Clanton, and Tom and Frank McLaury during the October 25, 1881 Gunfight at the O.K. Corral.', 'The Gunfight at the O.K. Corral was a 30-second shootout between lawmen and members of a loosely organized group of outlaws called the Cowboys that took place at about 3:00\\xa0p.m. on Wednesday, October 26, 1881 in Tombstone, Arizona Territory.']}","October 25, 1881","{'answer_f1': 0.0, 'support_f1': 0.0}"
5a8d9e0f554299441c6ba015,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,"{'answer': 'Vaisakhi List', 'supporting_facts': ['Sunil Grover (born 3 August 1977) is an Indian actor and stand-up comedian He has acted in many comedy shows but gained popularity on the Comedy nights with Kapil Show, for his portrayal of a character called Gutthi.', 'Vaisakhi List (Punjabi: ਵਿਸਾਖੀ ਲਿਸਟ ) is a 2016 Punjabi film directed by Smeep Kang and starring Jimmy Shergill, Shruti Sodhi and Sunil Grover as the main cast and the film was released on 22 April 2016.']}",Vaisakhi List,"{'answer_f1': 0.0, 'support_f1': 0.0}"
5ae70ed7554299572ea546a1,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?","{'answer': 'Charlie Murphy', 'supporting_facts': ['Twisted Fortune is a black comedy about a bumbling small-time crook (played by Charlie Murphy) who finds a bottle cap worth $1,000,000 while robbing a convenience store.', 'It was directed by comedian Victor Varnado (""End of Days""), who also acted in the movie.']}",Charlie Murphy,"{'answer_f1': 0.0, 'support_f1': 0.0}"
5a74a8fa55429929fddd8497,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?","{'answer': 'Bill Dudman', 'supporting_facts': [""Dudman was educated at King's College, Taunton; the University of Hull and Lincoln Theological College."", 'After three years in the Royal Navy he was ordained Deacon in 1952; and Priest in 1953.', 'After curacies at Shiregreen,Wombwell and Frodingham he was Industrial Chaplain to the Bishop of Lincoln from 1957 to 1971.']}",Dudman,"{'answer_f1': 0.0, 'support_f1': 0.0}"
