item_id,question,prediction,ground_truth,metrics
695d5d160bdc11eba7f7acde48001122,Where was the director of film Breakup Buddies born?,"{'answer': 'China', 'supporting_facts': ['Ning Hao (born 9 September 1977) is a Chinese film director.', 'Breakup Buddies is a 2014 Chinese romantic comedy and road film, directed by Ning Hao.']}",Taiyuan,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
d8de3d3d088411ebbd6dac1f6bf848b6,Do Jean-Martin De Prades and Marcel Henry have the same nationality?,"{'answer': 'Yes', 'supporting_facts': ['Jean-Martin de Prades( c.1720–1782) was a French Catholic theologian.', 'Marcel Henry( born 30 October 1926) is a politician from Mayotte and a former French senator( 1977- 2004).']}",yes,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
dc53832a0bd911eba7f7acde48001122,Where was the director of film Silks And Satins born?,"{'answer': 'Del Norte, Colorado', 'supporting_facts': ['J. Searle Dawley (May 13, 1877 – March 30, 1949) was an American producer, director and screenwriter.', 'He was born in Del Norte, Colorado, and died in Hollywood, California.', 'Silks and Satins is a 1916 American silent film produced by the Famous Players Film Company and distributed by Paramount Pictures. ... and was directed by J. Searle Dawley.']}",Colorado,"{'answer_em': 0.0, 'answer_f1': 0.5, 'answer_precision': 0.3333333333333333, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.5}"
05a2dec4088811ebbd6eac1f6bf848b6,Do both films Just Getting Started (Film) and The Dove'S Lost Necklace have the directors that share the same nationality?,"{'answer': 'No', 'supporting_facts': ['Just Getting Started is a 2017 American action comedy film directed and written by Ron Shelton, his first feature film since"" Hollywood Homicide""( 2003).', ""The Dove's Lost Necklace is a 1994 French/ Tunisian drama film directed by Nacer Khemir."", 'Nacer Khemir, born in 1948 in Korba, Tunisia, is a Tunisian writer, artist, storyteller, and filmmaker.', 'Ronald Wayne Shelton( born September 15, 1945) is an American film director and screenwriter and former minor league baseball infielder.']}",no,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
4ed23bf80bda11eba7f7acde48001122,Where was the performer of song (Last Night) I Heard You Crying In Your Sleep born?,"{'answer': 'Mount Olive, Butler County, Alabama', 'supporting_facts': ['Hiram ""Hank"" Williams (September 17, 1923 – January 1, 1953) was an American singer-songwriter and musician. Regarded as one of the most significant and influential American singers and songwriters of the 20th century, Williams recorded 35 singles (five released posthumously) that reached the Top 10 of the ""Billboard"" Country & Western Best Sellers chart, including 11 that ranked number one (three posthumously). Born in Mount Olive, Butler County, Alabama, Williams relocated to Georgiana with his family, where he met Rufus Payne, an African American blues musician, who gave him guitar lessons in exchange for meals or money.', '(Last Night) I Heard You Crying in Your Sleep is a song written and recorded by Hank Williams on MGM Records.']}",Mount Olive,"{'answer_em': 0.0, 'answer_f1': 0.5714285714285715, 'answer_precision': 0.4, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.5714285714285715}"
d0a0a43c0bdd11eba7f7acde48001122,Which country Harald Ii Of Denmark's mother is from?,"{'answer': 'Poland or another Slavic country', 'supporting_facts': ['Harald II of Denmark (c. 996–998 − 1018) was King of Denmark from 1014 until his death in 1018. He was the youngest son of Sweyn Forkbeard and Gunhild of Wenden, and was regent while his father was fighting Ethelred the Unready in England.', 'Gunhilda of Wenden was a semi-legendary Polish or other Slavic princess and Danish Viking age queen consort, the supposed spouse of 10th-century King Sweyn I of Denmark (986–1014).']}",Polish,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
f8378b9e08ab11ebbd82ac1f6bf848b6,"Which film has the director who is older, Three Violent People or Girls In White?","{'answer': 'Three Violent People', 'supporting_facts': ['Victor Arthur Eduard Janson( 25 September 1884 – 29 June 1960) was a Latvian- born German stage and film actor and film director.', 'Rudolph Maté( 21 January 1898 – 27 October 1964) was a Polish- Hungarian- American cinematographer, film director and film producer', 'Girls in White is a 1936 German musical comedy film directed by Victor Janson', 'Three Violent People is a 1957 American Western film directed by Rudolph Maté']}",Girls In White,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
fc04494a0baf11ebab90acde48001122,"Who is the paternal grandfather of Hugh Montgomerie, 7Th Earl Of Eglinton?","{'answer': 'Alexander Montgomerie, 6th Earl of Eglinton', 'supporting_facts': ['Hugh Montgomerie, 7th Earl of Eglinton (1613–1669), was the son of Alexander Montgomerie, 6th Earl of Eglinton and Anne Livingstone.']}","Robert Seton, 1st Earl of Winton","{'answer_em': 0.0, 'answer_f1': 0.3333333333333333, 'answer_precision': 0.3333333333333333, 'answer_recall': 0.3333333333333333, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.3333333333333333}"
84b56dcc0bd911eba7f7acde48001122,Where was the director of film Little Alvin And The Mini-Munks born?,"{'answer': 'The birthplace of the director of the film Little Alvin And The Mini-Munks is not specified in the context.', 'supporting_facts': ['Little Alvin and the Mini-Munks is a 2003 direct-to-video film based on the Chipmunks\' 1983-1990 television series, ""Alvin and the Chipmunks"".', 'It was written and created by Janice Karman, produced by Ross Bagdasarian, and directed by Jerry Rees.', 'Jerry W. Rees (born November 15, 1956) is an American film director and animator, best known for the Emmy-nominated animated film ""The Brave Little Toaster"" (1987) and creating many of the visual effects for the cult classic ""Tron"" (1982).']}",American,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
47bafeb40bde11eba7f7acde48001122,"When did Joachim I, Prince Of Anhalt-Dessau's father die?","{'answer': '12 June 1516', 'supporting_facts': ['Ernest I, Prince of Anhalt-Dessau (died Dessau, 12 June 1516), was a German prince of the House of Ascania and ruler of the principality of Anhalt-Dessau.', 'Joachim I, Prince of Anhalt-Dessau (Dessau, 7 August 1509 – Dessau, 6 December 1561), was a German prince of the House of Ascania and ruler of the principality of Anhalt-Dessau. He was the fourth (but third surviving) son of Ernest I, Prince of Anhalt-Dessau, by his wife Margarete, daughter of Henry I, Duke of Münsterberg-Oels and granddaughter of George of Poděbrady, King of Bohemia.']}",12 June 1516,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
c0007a7a0bd911eba7f7acde48001122,Which award the director of film Pataakha received?,"{'answer': 'Seven National Film Awards in four categories', 'supporting_facts': ['Vishal Bhardwaj (born 4 August 1965) is an Indian film director, screenwriter, producer, music composer and playback singer.', 'He is known for his work in Hindi cinema, and is the recipient of seven National Film Awards in four categories.', 'Pataakha  is a 2018 Indian Hindi comedy-drama film directed by Vishal Bhardwaj about two sisters who share a difficult relationship with each other.']}",National Film Award for Best Music Direction,"{'answer_em': 0.0, 'answer_f1': 0.2857142857142857, 'answer_precision': 0.2857142857142857, 'answer_recall': 0.2857142857142857, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.2857142857142857}"
