item_id,question,prediction,ground_truth,metrics
695d5d160bdc11eba7f7acde48001122,Where was the director of film Breakup Buddies born?,"{'answer': 'Since there is no context provided about the director of the film ""Breakup Buddies"", I will answer accordingly.\n\n\n{\n""answer"": ""Unknown"",\n""supporting_facts"": []\n}'}",Taiyuan,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
d8de3d3d088411ebbd6dac1f6bf848b6,Do Jean-Martin De Prades and Marcel Henry have the same nationality?,"{'answer': 'Since there is no context provided, I will answer based on the lack of information.\n\n\n{\n""answer"": ""Unknown"",\n""supporting_facts"": []\n}'}",yes,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
dc53832a0bd911eba7f7acde48001122,Where was the director of film Silks And Satins born?,"{'answer': 'Since there is no context provided about the director of the film Silks And Satins, I will answer accordingly.\n\n```json\n{\n  ""answer"": ""Unknown"",\n  ""supporting_facts"": []\n}\n```'}",Colorado,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
05a2dec4088811ebbd6eac1f6bf848b6,Do both films Just Getting Started (Film) and The Dove'S Lost Necklace have the directors that share the same nationality?,"{'answer': 'Since there is no context provided about the films ""Just Getting Started"" and ""The Dove\'s Lost Necklace"", including their directors and nationalities, it\'s impossible to determine if their directors share the same nationality. However, I must follow the format and provide an answer based on the lack of information.\n\n\n```json\n{\n  ""answer"": ""Unknown"",\n  ""supporting_facts"": []\n}\n```'}",no,"{'answer_em': 0.0, 'answer_f1': 0.04166666666666667, 'answer_precision': 0.02127659574468085, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
4ed23bf80bda11eba7f7acde48001122,Where was the performer of song (Last Night) I Heard You Crying In Your Sleep born?,"{'answer': 'Since there is no context provided about the performer of the song ""(Last Night) I Heard You Crying In Your Sleep"", I will answer based on general knowledge. However, please note that the answer might not be accurate without the actual context.\n\n\n{\n""answer"": ""Hank Williams"",\n""supporting_facts"": []\n}'}",Mount Olive,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
d0a0a43c0bdd11eba7f7acde48001122,Which country Harald Ii Of Denmark's mother is from?,"{'answer': 'Since there is no context provided about Harald II of Denmark\'s mother, I must inform you that I don\'t have enough information to answer this question.\n\n\nHowever, to follow the instructions, here is the answer in the specified JSON format:\n\n\n```\n{\n  ""answer"": ""Unknown"",\n  ""supporting_facts"": []\n}\n```'}",Polish,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
f8378b9e08ab11ebbd82ac1f6bf848b6,"Which film has the director who is older, Three Violent People or Girls In White?","{'answer': 'Since there is no context provided about the directors of the films ""Three Violent People"" or ""Girls In White"", I will answer based on the lack of information.\n\n\n{\n""answer"": ""Unknown"",\n""supporting_facts"": []\n}'}",Girls In White,"{'answer_em': 0.0, 'answer_f1': 0.19354838709677416, 'answer_precision': 0.10714285714285714, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
fc04494a0baf11ebab90acde48001122,"Who is the paternal grandfather of Hugh Montgomerie, 7Th Earl Of Eglinton?","{'answer': 'Since there is no context provided, I will answer based on general knowledge.\n\n```json\n{\n  ""answer"": ""Hugh Montgomerie, 4th Earl of Eglinton"",\n  ""supporting_facts"": []\n}\n```'}","Robert Seton, 1st Earl of Winton","{'answer_em': 0.0, 'answer_f1': 0.14285714285714288, 'answer_precision': 0.09090909090909091, 'answer_recall': 0.3333333333333333, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
84b56dcc0bd911eba7f7acde48001122,Where was the director of film Little Alvin And The Mini-Munks born?,"{'answer': 'Since there is no context provided about the director of the film ""Little Alvin And The Mini-Munks"", I will answer accordingly.\n\n```json\n{\n  ""answer"": ""Unknown"",\n  ""supporting_facts"": []\n}\n```'}",American,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
47bafeb40bde11eba7f7acde48001122,"When did Joachim I, Prince Of Anhalt-Dessau's father die?","{'answer': 'There is no context provided to answer the question. Therefore, I will provide a response indicating that there is no information available.\n\n\n```\n{\n  ""answer"": ""No information available"",\n  ""supporting_facts"": []\n}\n```'}",12 June 1516,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0}"
